Local Government Area,Offence type,Jan - Dec 2015,Jan - Dec 2016,Jan - Dec 2017,Jan - Dec 2018,Jan - Dec 2019,"Rate per 100,000 population Jan - Dec 2019",2 year trend and annual percent change (Jan 2018-Dec 2019),5 year trend and average annual percent change (Jan 2015-Dec 2019)
Edward River,Assault Police,6,5,5,6,4,44.5,nc,nc
Edward River,Sexual assault,8,14,11,11,6,66.7,nc,nc
Edward River,"Indecent assault, act of indecency and other sexual offences",26,12,15,11,10,111.2,nc,nc
Edward River,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Edward River,Robbery without a weapon,0,0,0,1,1,11.1,nc,nc
Edward River,Robbery with a firearm,0,0,0,1,0,nc,nc,nc
Edward River,Robbery with a weapon not a firearm,0,0,0,1,0,nc,nc,nc
Edward River,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Edward River,"Intimidation, stalking and harassment",60,48,51,49,43,478,Stable,Stable
Edward River,Other offences against the person,1,2,0,0,2,22.2,nc,nc
Edward River,Break and enter dwelling,32,32,40,34,52,578.1,Up 52.9%,Stable
Edward River,Break and enter non-dwelling,16,26,15,27,23,255.7,Stable,nc
Edward River,Receiving or handling stolen goods,7,16,12,12,12,133.4,nc,nc
Edward River,Motor vehicle theft,8,12,8,9,6,66.7,nc,nc
Edward River,Steal from motor vehicle,32,37,53,38,37,411.3,Stable,Stable
Edward River,Steal from retail store,15,13,18,24,19,211.2,nc,nc
Edward River,Steal from dwelling,43,34,38,40,39,433.6,Stable,Stable
Edward River,Steal from person,1,2,3,0,0,nc,nc,nc
Edward River,Stock theft,3,3,1,5,4,44.5,nc,nc
Edward River,Fraud,19,25,28,39,26,289,Stable,nc
Edward River,Other theft,40,34,34,43,54,600.3,Stable,Stable
Edward River,Arson,8,8,10,6,4,44.5,nc,nc
Edward River,Malicious damage to property,120,93,118,92,79,878.3,Stable,Stable
Edward River,Possession and/or use of cocaine,0,1,5,0,0,nc,nc,nc
Edward River,Possession and/or use of narcotics,0,0,0,0,0,nc,nc,nc
Edward River,Possession and/or use of cannabis,51,68,75,67,51,567,Stable,Stable
Edward River,Possession and/or use of amphetamines,24,18,18,21,29,322.4,Stable,nc
Edward River,Possession and/or use of ecstasy,4,1,5,5,3,33.4,nc,nc
Edward River,Possession and/or use of other drugs,9,7,10,10,8,88.9,nc,nc
Edward River,"Dealing, trafficking in cocaine",0,0,0,1,0,nc,nc,nc
Edward River,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Edward River,"Dealing, trafficking in cannabis",2,1,3,3,1,11.1,nc,nc
Edward River,"Dealing, trafficking in amphetamines",2,2,3,15,3,33.4,nc,nc
Edward River,"Dealing, trafficking in ecstasy",0,0,1,0,0,nc,nc,nc
Edward River,"Dealing, trafficking in other drugs",0,0,1,0,0,nc,nc,nc
Edward River,Cultivating cannabis,3,4,5,0,5,55.6,nc,nc
Edward River,Manufacture drug,0,1,0,0,0,nc,nc,nc
Edward River,Importing drugs,0,0,0,0,0,nc,nc,nc
Edward River,Other drug offences,25,38,50,49,25,277.9,Down 49.0%,Stable
Edward River,Prohibited and regulated weapons offences,44,53,46,63,60,667,Stable,Stable
Edward River,Trespass,28,31,32,35,18,200.1,nc,nc
Edward River,Offensive conduct,24,23,23,19,8,88.9,nc,nc
Edward River,Offensive language,16,10,22,13,15,166.8,nc,nc
Edward River,Criminal intent,0,1,1,8,2,22.2,nc,nc
Edward River,Betting and gaming offences,0,0,2,3,1,11.1,nc,nc
Edward River,Liquor offences,31,21,36,22,12,133.4,nc,nc
Edward River,Pornography offences,7,0,3,0,3,33.4,nc,nc
Edward River,Prostitution offences,0,0,0,0,0,nc,nc,nc
Edward River,Escape custody,0,0,0,0,1,11.1,nc,nc
Edward River,Breach Apprehended Violence Order,36,38,22,33,44,489.2,Stable,Stable
Edward River,Breach bail conditions,20,20,27,50,44,489.2,Stable,Up 21.8%
Edward River,Fail to appear,1,1,0,0,0,nc,nc,nc
Edward River,Resist or hinder officer,21,16,19,19,16,177.9,nc,nc
Edward River,Other offences against justice procedures,0,4,1,2,3,33.4,nc,nc
Edward River,Transport regulatory offences,0,0,0,0,0,nc,nc,nc
Edward River,Other offences,41,34,32,36,36,400.2,Stable,Stable
Eurobodalla,Murder *,0,0,0,0,1,2.6,nc,nc
Eurobodalla,Attempted murder,0,1,0,0,0,nc,nc,nc
Eurobodalla,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Eurobodalla,Manslaughter *,0,0,0,0,0,nc,nc,nc
Eurobodalla,Domestic violence related assault,203,142,156,178,133,347.4,Stable,Stable
Eurobodalla,Non-domestic violence related assault,170,181,214,188,178,464.9,Stable,Stable
Eurobodalla,Assault Police,15,12,16,10,7,18.3,nc,nc
Eurobodalla,Sexual assault,44,17,35,37,35,91.4,Stable,nc
Eurobodalla,"Indecent assault, act of indecency and other sexual offences",61,43,44,33,40,104.5,Stable,Down 10.0%
Eurobodalla,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Eurobodalla,Robbery without a weapon,2,4,4,2,4,10.4,nc,nc
Eurobodalla,Robbery with a firearm,0,1,0,2,2,5.2,nc,nc
Eurobodalla,Robbery with a weapon not a firearm,4,0,3,3,2,5.2,nc,nc
Eurobodalla,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Eurobodalla,"Intimidation, stalking and harassment",280,247,225,277,248,647.7,Stable,Stable
Eurobodalla,Other offences against the person,12,12,9,10,8,20.9,nc,nc
Eurobodalla,Break and enter dwelling,194,207,158,198,228,595.5,Stable,Stable
Eurobodalla,Break and enter non-dwelling,54,73,70,60,52,135.8,Stable,Stable
Eurobodalla,Receiving or handling stolen goods,25,36,20,25,28,73.1,Stable,Stable
Eurobodalla,Motor vehicle theft,49,75,56,53,78,203.7,Stable,Stable
Eurobodalla,Steal from motor vehicle,239,215,177,182,148,386.5,Stable,Down 11.3%
Eurobodalla,Steal from retail store,108,142,87,144,158,412.7,Stable,Stable
Eurobodalla,Steal from dwelling,105,108,104,99,105,274.2,Stable,Stable
Eurobodalla,Steal from person,4,11,6,1,1,2.6,nc,nc
Eurobodalla,Stock theft,2,3,1,0,0,nc,nc,nc
Eurobodalla,Fraud,107,135,148,138,140,365.6,Stable,Stable
Eurobodalla,Other theft,182,199,164,144,152,397,Stable,Stable
Eurobodalla,Arson,16,37,28,19,23,60.1,nc,nc
Eurobodalla,Malicious damage to property,407,343,392,365,317,827.9,Stable,Stable
Eurobodalla,Possession and/or use of cocaine,2,3,3,3,2,5.2,nc,nc
Eurobodalla,Possession and/or use of narcotics,0,0,0,1,2,5.2,nc,nc
Eurobodalla,Possession and/or use of cannabis,149,143,128,143,107,279.5,Stable,Stable
Eurobodalla,Possession and/or use of amphetamines,34,32,32,34,57,148.9,Up 67.6%,Up 13.8%
Eurobodalla,Possession and/or use of ecstasy,2,4,0,6,4,10.4,nc,nc
Eurobodalla,Possession and/or use of other drugs,16,14,16,19,24,62.7,nc,nc
Eurobodalla,"Dealing, trafficking in cocaine",0,0,0,1,0,nc,nc,nc
Eurobodalla,"Dealing, trafficking in narcotics",2,0,0,0,0,nc,nc,nc
Eurobodalla,"Dealing, trafficking in cannabis",17,13,6,5,2,5.2,nc,nc
Eurobodalla,"Dealing, trafficking in amphetamines",12,32,5,7,11,28.7,nc,nc
Eurobodalla,"Dealing, trafficking in ecstasy",0,4,0,2,0,nc,nc,nc
Eurobodalla,"Dealing, trafficking in other drugs",0,1,0,0,2,5.2,nc,nc
Eurobodalla,Cultivating cannabis,16,16,25,22,18,47,nc,nc
Eurobodalla,Manufacture drug,0,0,0,1,0,nc,nc,nc
Eurobodalla,Importing drugs,1,1,0,0,0,nc,nc,nc
Eurobodalla,Other drug offences,56,45,45,41,45,117.5,Stable,Stable
Eurobodalla,Prohibited and regulated weapons offences,60,71,65,117,123,321.2,Stable,Up 19.7%
Eurobodalla,Trespass,72,75,83,69,74,193.3,Stable,Stable
Eurobodalla,Offensive conduct,53,57,56,42,26,67.9,Down 38.1%,Down 16.3%
Eurobodalla,Offensive language,63,38,36,42,34,88.8,Stable,Stable
Eurobodalla,Criminal intent,12,8,7,14,19,49.6,nc,nc
Eurobodalla,Betting and gaming offences,0,0,2,0,1,2.6,nc,nc
Eurobodalla,Liquor offences,53,64,57,60,46,120.1,Stable,Stable
Eurobodalla,Pornography offences,6,5,3,0,3,7.8,nc,nc
Eurobodalla,Prostitution offences,0,0,0,0,0,nc,nc,nc
Eurobodalla,Escape custody,3,1,2,0,0,nc,nc,nc
Eurobodalla,Breach Apprehended Violence Order,86,85,76,108,94,245.5,Stable,Stable
Eurobodalla,Breach bail conditions,73,95,75,130,101,263.8,Stable,Up 8.5%
Eurobodalla,Fail to appear,3,2,4,2,1,2.6,nc,nc
Eurobodalla,Resist or hinder officer,46,36,62,38,43,112.3,Stable,Stable
Eurobodalla,Other offences against justice procedures,5,7,3,2,8,20.9,nc,nc
Eurobodalla,Transport regulatory offences,0,1,0,0,0,nc,nc,nc
Eurobodalla,Other offences,144,160,150,163,148,386.5,Stable,Stable
Fairfield,Murder *,4,4,0,2,3,1.4,nc,nc
Fairfield,Attempted murder,1,1,0,2,1,0.5,nc,nc
Fairfield,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Fairfield,Manslaughter *,0,0,0,0,0,nc,nc,nc
Fairfield,Domestic violence related assault,806,736,728,705,754,358,Stable,Stable
Fairfield,Non-domestic violence related assault,569,645,669,601,567,269.2,Stable,Stable
Fairfield,Assault Police,50,50,31,44,31,14.7,Stable,Stable
Fairfield,Sexual assault,99,87,122,109,118,56,Stable,Stable
Fairfield,"Indecent assault, act of indecency and other sexual offences",112,107,148,151,162,76.9,Stable,Up 9.7%
Fairfield,Abduction and kidnapping,12,10,13,11,5,2.4,nc,nc
Fairfield,Robbery without a weapon,69,53,65,62,77,36.6,Stable,Stable
Fairfield,Robbery with a firearm,7,9,7,7,10,4.7,nc,nc
Fairfield,Robbery with a weapon not a firearm,41,46,53,29,34,16.1,Stable,Stable
Fairfield,Blackmail and extortion,3,10,8,4,5,2.4,nc,nc
Fairfield,"Intimidation, stalking and harassment",833,843,706,703,805,382.2,Up 14.5%,Stable
Fairfield,Other offences against the person,22,34,9,15,31,14.7,nc,nc
Fairfield,Break and enter dwelling,679,492,539,332,374,177.6,Stable,Down 13.9%
Fairfield,Break and enter non-dwelling,175,184,136,141,141,66.9,Stable,Stable
Fairfield,Receiving or handling stolen goods,246,243,253,242,247,117.3,Stable,Stable
Fairfield,Motor vehicle theft,434,411,356,329,429,203.7,Up 30.4%,Stable
Fairfield,Steal from motor vehicle,1057,1031,847,849,1003,476.2,Stable,Down 1.3%
Fairfield,Steal from retail store,276,313,357,388,379,180,Stable,Up 8.3%
Fairfield,Steal from dwelling,295,306,250,255,253,120.1,Stable,Stable
Fairfield,Steal from person,128,89,101,68,69,32.8,Stable,Down 14.3%
Fairfield,Stock theft,2,1,0,2,0,nc,nc,nc
Fairfield,Fraud,1307,1247,1433,1354,1457,691.8,Stable,Stable
Fairfield,Other theft,527,492,475,550,548,260.2,Stable,Stable
Fairfield,Arson,67,94,84,58,57,27.1,Stable,Down 4.0%
Fairfield,Malicious damage to property,1217,1184,1123,1010,934,443.5,Stable,Down 6.4%
Fairfield,Possession and/or use of cocaine,37,27,45,29,26,12.3,Stable,Stable
Fairfield,Possession and/or use of narcotics,135,158,175,179,161,76.4,Stable,Stable
Fairfield,Possession and/or use of cannabis,494,513,461,344,412,195.6,Up 19.8%,Down 4.4%
Fairfield,Possession and/or use of amphetamines,226,228,207,249,257,122,Stable,Stable
Fairfield,Possession and/or use of ecstasy,11,30,47,12,15,7.1,nc,nc
Fairfield,Possession and/or use of other drugs,135,105,142,166,174,82.6,Stable,Up 6.6%
Fairfield,"Dealing, trafficking in cocaine",5,4,13,11,16,7.6,nc,nc
Fairfield,"Dealing, trafficking in narcotics",25,17,16,15,20,9.5,nc,nc
Fairfield,"Dealing, trafficking in cannabis",12,23,23,33,15,7.1,nc,nc
Fairfield,"Dealing, trafficking in amphetamines",40,31,51,45,38,18,Stable,Stable
Fairfield,"Dealing, trafficking in ecstasy",4,7,8,6,3,1.4,nc,nc
Fairfield,"Dealing, trafficking in other drugs",3,10,7,5,9,4.3,nc,nc
Fairfield,Cultivating cannabis,40,38,47,41,33,15.7,Stable,Stable
Fairfield,Manufacture drug,6,3,7,6,4,1.9,nc,nc
Fairfield,Importing drugs,0,1,0,4,8,3.8,nc,nc
Fairfield,Other drug offences,105,81,104,122,134,63.6,Stable,Up 6.3%
Fairfield,Prohibited and regulated weapons offences,264,355,301,348,365,173.3,Stable,Up 8.4%
Fairfield,Trespass,132,209,124,130,153,72.6,Stable,Stable
Fairfield,Offensive conduct,46,51,29,23,34,16.1,Up 47.8%,Down 7.3%
Fairfield,Offensive language,57,65,38,30,33,15.7,Stable,Down 12.8%
Fairfield,Criminal intent,85,61,50,40,46,21.8,Stable,Down 14.2%
Fairfield,Betting and gaming offences,1,1,0,0,0,nc,nc,nc
Fairfield,Liquor offences,173,279,160,177,357,169.5,Stable,Stable
Fairfield,Pornography offences,10,10,7,18,11,5.2,nc,nc
Fairfield,Prostitution offences,0,1,0,0,0,nc,nc,nc
Fairfield,Escape custody,2,1,3,1,5,2.4,nc,nc
Fairfield,Breach Apprehended Violence Order,272,324,246,267,315,149.6,Up 18.0%,Stable
Fairfield,Breach bail conditions,547,1036,1034,1116,1459,692.7,Up 30.7%,Up 27.8%
Fairfield,Fail to appear,2,7,26,11,16,7.6,nc,nc
Fairfield,Resist or hinder officer,160,201,113,102,119,56.5,Stable,Down 7.1%
Fairfield,Other offences against justice procedures,6,18,13,23,20,9.5,Stable,nc
Fairfield,Transport regulatory offences,3752,3547,3350,3659,3462,1643.8,Stable,Stable
Fairfield,Other offences,245,306,237,216,217,103,Stable,Stable
Federation,Murder *,0,0,0,1,0,nc,nc,nc
Federation,Attempted murder,0,0,0,0,0,nc,nc,nc
Federation,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Federation,Manslaughter *,0,0,0,0,0,nc,nc,nc
Federation,Domestic violence related assault,37,31,32,21,35,280.9,Up 66.7%,Stable
Federation,Non-domestic violence related assault,28,41,32,49,43,345,Stable,Stable
Federation,Assault Police,3,2,4,6,1,8,nc,nc
Federation,Sexual assault,14,7,8,7,6,48.1,nc,nc
Federation,"Indecent assault, act of indecency and other sexual offences",17,8,11,11,15,120.4,nc,nc
Federation,Abduction and kidnapping,0,0,1,0,0,nc,nc,nc
Federation,Robbery without a weapon,0,1,0,0,0,nc,nc,nc
Federation,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Federation,Robbery with a weapon not a firearm,0,1,0,1,1,8,nc,nc
Federation,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Federation,"Intimidation, stalking and harassment",40,52,45,50,52,417.3,Stable,Stable
Federation,Other offences against the person,2,0,0,0,1,8,nc,nc
Federation,Break and enter dwelling,56,47,34,29,51,409.2,Stable,Stable
Federation,Break and enter non-dwelling,28,31,31,27,48,385.2,Stable,Stable
Federation,Receiving or handling stolen goods,6,7,5,2,8,64.2,nc,nc
Federation,Motor vehicle theft,13,18,11,16,18,144.4,nc,nc
Federation,Steal from motor vehicle,42,41,44,33,34,272.8,Stable,Stable
Federation,Steal from retail store,14,11,12,13,22,176.5,nc,nc
Federation,Steal from dwelling,72,58,48,47,50,401.2,Stable,Down 8.7%
Federation,Steal from person,1,1,3,2,1,8,nc,nc
Federation,Stock theft,3,9,5,8,5,40.1,nc,nc
Federation,Fraud,27,38,45,32,35,280.9,Stable,Stable
Federation,Other theft,53,61,49,54,71,569.7,Stable,Stable
Federation,Arson,3,3,9,9,2,16,nc,nc
Federation,Malicious damage to property,98,79,101,76,74,593.8,Stable,Stable
Federation,Possession and/or use of cocaine,0,0,0,0,1,8,nc,nc
Federation,Possession and/or use of narcotics,0,0,1,1,0,nc,nc,nc
Federation,Possession and/or use of cannabis,12,13,20,16,32,256.8,nc,nc
Federation,Possession and/or use of amphetamines,3,8,9,16,17,136.4,nc,nc
Federation,Possession and/or use of ecstasy,3,0,1,1,5,40.1,nc,nc
Federation,Possession and/or use of other drugs,3,7,3,7,6,48.1,nc,nc
Federation,"Dealing, trafficking in cocaine",0,0,0,0,1,8,nc,nc
Federation,"Dealing, trafficking in narcotics",0,1,0,0,0,nc,nc,nc
Federation,"Dealing, trafficking in cannabis",0,3,0,0,11,88.3,nc,nc
Federation,"Dealing, trafficking in amphetamines",1,121,0,1,74,593.8,nc,nc
Federation,"Dealing, trafficking in ecstasy",0,3,0,0,1,8,nc,nc
Federation,"Dealing, trafficking in other drugs",2,0,0,0,2,16,nc,nc
Federation,Cultivating cannabis,4,3,3,3,0,nc,nc,nc
Federation,Manufacture drug,0,0,0,0,0,nc,nc,nc
Federation,Importing drugs,0,0,0,0,1,8,nc,nc
Federation,Other drug offences,5,11,2,13,7,56.2,nc,nc
Federation,Prohibited and regulated weapons offences,37,23,31,29,32,256.8,Stable,Stable
Federation,Trespass,14,21,12,16,42,337,nc,nc
Federation,Offensive conduct,7,7,7,8,2,16,nc,nc
Federation,Offensive language,2,1,8,5,1,8,nc,nc
Federation,Criminal intent,3,1,2,2,3,24.1,nc,nc
Federation,Betting and gaming offences,0,1,1,1,0,nc,nc,nc
Federation,Liquor offences,23,33,37,23,16,128.4,nc,nc
Federation,Pornography offences,1,1,1,1,1,8,nc,nc
Federation,Prostitution offences,0,0,0,0,0,nc,nc,nc
Federation,Escape custody,0,0,0,1,0,nc,nc,nc
Federation,Breach Apprehended Violence Order,18,28,25,23,23,184.6,Stable,nc
Federation,Breach bail conditions,22,42,28,31,21,168.5,Stable,Stable
Federation,Fail to appear,0,0,0,0,0,nc,nc,nc
Federation,Resist or hinder officer,12,11,9,11,1,8,nc,nc
Federation,Other offences against justice procedures,0,0,0,1,1,8,nc,nc
Federation,Transport regulatory offences,0,0,0,0,0,nc,nc,nc
Federation,Other offences,31,37,26,41,46,369.1,Stable,Stable
Forbes,Murder *,0,1,1,0,0,nc,nc,nc
Forbes,Attempted murder,0,0,1,0,0,nc,nc,nc
Forbes,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Forbes,Manslaughter *,0,0,0,0,0,nc,nc,nc
Forbes,Domestic violence related assault,85,81,58,70,79,797.2,Stable,Stable
Forbes,Non-domestic violence related assault,53,67,72,62,93,938.4,Stable,Up 15.1%
Forbes,Assault Police,6,4,2,2,3,30.3,nc,nc
Forbes,Sexual assault,8,14,6,7,14,141.3,nc,nc
Forbes,"Indecent assault, act of indecency and other sexual offences",10,11,13,15,19,191.7,nc,nc
Forbes,Abduction and kidnapping,1,1,1,0,0,nc,nc,nc
Forbes,Robbery without a weapon,0,0,0,1,1,10.1,nc,nc
Forbes,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Forbes,Robbery with a weapon not a firearm,1,0,0,0,0,nc,nc,nc
Forbes,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Forbes,"Intimidation, stalking and harassment",53,62,75,96,133,1342.1,Up 38.5%,Up 25.9%
Forbes,Other offences against the person,3,4,4,1,7,70.6,nc,nc
Forbes,Break and enter dwelling,100,98,72,65,70,706.4,Stable,Stable
Forbes,Break and enter non-dwelling,45,56,51,66,31,312.8,Down 53.0%,Stable
Forbes,Receiving or handling stolen goods,12,16,12,10,4,40.4,nc,nc
Forbes,Motor vehicle theft,28,19,21,15,33,333,nc,nc
Forbes,Steal from motor vehicle,91,73,58,50,50,504.5,Stable,Stable
Forbes,Steal from retail store,12,9,23,28,28,282.5,Stable,nc
Forbes,Steal from dwelling,55,51,62,40,106,1069.6,Up 165.0%,Up 17.8%
Forbes,Steal from person,3,5,1,2,3,30.3,nc,nc
Forbes,Stock theft,2,2,4,2,1,10.1,nc,nc
Forbes,Fraud,55,44,47,46,38,383.5,Stable,Stable
Forbes,Other theft,51,35,25,45,66,666,Stable,Stable
Forbes,Arson,5,12,17,16,17,171.5,nc,nc
Forbes,Malicious damage to property,146,156,162,120,152,1533.8,Up 26.7%,Stable
Forbes,Possession and/or use of cocaine,1,1,0,2,2,20.2,nc,nc
Forbes,Possession and/or use of narcotics,0,1,0,0,2,20.2,nc,nc
Forbes,Possession and/or use of cannabis,21,30,34,28,33,333,Stable,Stable
Forbes,Possession and/or use of amphetamines,12,6,6,16,13,131.2,nc,nc
Forbes,Possession and/or use of ecstasy,3,4,11,2,16,161.5,nc,nc
Forbes,Possession and/or use of other drugs,5,2,6,5,5,50.5,nc,nc
Forbes,"Dealing, trafficking in cocaine",0,0,1,0,0,nc,nc,nc
Forbes,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Forbes,"Dealing, trafficking in cannabis",0,4,8,3,0,nc,nc,nc
Forbes,"Dealing, trafficking in amphetamines",2,4,5,3,0,nc,nc,nc
Forbes,"Dealing, trafficking in ecstasy",1,0,6,1,0,nc,nc,nc
Forbes,"Dealing, trafficking in other drugs",0,0,0,0,0,nc,nc,nc
Forbes,Cultivating cannabis,2,2,1,3,1,10.1,nc,nc
Forbes,Manufacture drug,0,0,0,0,0,nc,nc,nc
Forbes,Importing drugs,0,0,0,0,0,nc,nc,nc
Forbes,Other drug offences,17,19,8,8,8,80.7,nc,nc
Forbes,Prohibited and regulated weapons offences,22,12,19,34,36,363.3,Stable,nc
Forbes,Trespass,49,20,28,28,45,454.1,Stable,Stable
Forbes,Offensive conduct,17,12,9,8,14,141.3,nc,nc
Forbes,Offensive language,13,6,11,1,5,50.5,nc,nc
Forbes,Criminal intent,9,5,8,3,10,100.9,nc,nc
Forbes,Betting and gaming offences,0,0,0,0,3,30.3,nc,nc
Forbes,Liquor offences,18,18,6,15,19,191.7,nc,nc
Forbes,Pornography offences,0,0,1,4,0,nc,nc,nc
Forbes,Prostitution offences,0,0,0,0,0,nc,nc,nc
Forbes,Escape custody,0,2,0,1,0,nc,nc,nc
Forbes,Breach Apprehended Violence Order,49,69,59,51,57,575.2,Stable,Stable
Forbes,Breach bail conditions,54,68,87,57,82,827.4,Up 43.9%,Stable
Forbes,Fail to appear,0,0,0,0,1,10.1,nc,nc
Forbes,Resist or hinder officer,17,6,14,14,9,90.8,nc,nc
Forbes,Other offences against justice procedures,2,2,0,3,6,60.5,nc,nc
Forbes,Transport regulatory offences,0,0,0,3,0,nc,nc,nc
Forbes,Other offences,43,34,32,30,43,433.9,Stable,Stable
Georges River,Murder *,1,0,0,2,0,nc,nc,nc
Georges River,Attempted murder,0,0,1,0,1,0.6,nc,nc
Georges River,"Murder accessory, conspiracy",1,0,0,0,0,nc,nc,nc
Georges River,Manslaughter *,1,0,0,0,0,nc,nc,nc
Georges River,Domestic violence related assault,431,442,438,434,490,309.3,Up 12.9%,Stable
Georges River,Non-domestic violence related assault,364,353,366,374,351,221.6,Stable,Stable
Georges River,Assault Police,27,17,19,23,16,10.1,nc,nc
Georges River,Sexual assault,40,32,53,53,58,36.6,Stable,Up 9.7%
Georges River,"Indecent assault, act of indecency and other sexual offences",79,71,80,84,93,58.7,Stable,Stable
Georges River,Abduction and kidnapping,5,3,1,0,6,3.8,nc,nc
Georges River,Robbery without a weapon,25,21,30,31,26,16.4,Stable,Stable
Georges River,Robbery with a firearm,3,5,1,2,3,1.9,nc,nc
Georges River,Robbery with a weapon not a firearm,18,10,5,15,15,9.5,nc,nc
Georges River,Blackmail and extortion,7,4,1,5,2,1.3,nc,nc
Georges River,"Intimidation, stalking and harassment",324,381,406,421,476,300.5,Stable,Up 10.1%
Georges River,Other offences against the person,11,22,3,16,22,13.9,nc,nc
Georges River,Break and enter dwelling,428,299,221,293,239,150.9,Stable,Down 13.6%
Georges River,Break and enter non-dwelling,104,107,80,80,84,53,Stable,Stable
Georges River,Receiving or handling stolen goods,127,131,86,68,110,69.4,Up 61.8%,Down 3.5%
Georges River,Motor vehicle theft,245,129,139,180,137,86.5,Stable,Down 13.5%
Georges River,Steal from motor vehicle,453,397,410,395,510,321.9,Stable,Stable
Georges River,Steal from retail store,249,362,316,295,318,200.7,Stable,Stable
Georges River,Steal from dwelling,242,202,182,181,184,116.2,Stable,Stable
Georges River,Steal from person,91,70,63,58,53,33.5,Stable,Down 12.6%
Georges River,Stock theft,0,0,1,1,0,nc,nc,nc
Georges River,Fraud,833,829,983,880,934,589.6,Stable,Stable
Georges River,Other theft,376,341,288,318,275,173.6,Stable,Down 7.5%
Georges River,Arson,20,14,25,15,20,12.6,nc,nc
Georges River,Malicious damage to property,744,842,723,724,732,462.1,Stable,Stable
Georges River,Possession and/or use of cocaine,19,14,15,17,14,8.8,nc,nc
Georges River,Possession and/or use of narcotics,12,13,6,11,18,11.4,nc,nc
Georges River,Possession and/or use of cannabis,206,184,129,167,181,114.3,Stable,Stable
Georges River,Possession and/or use of amphetamines,84,103,57,61,74,46.7,Stable,Stable
Georges River,Possession and/or use of ecstasy,9,7,19,12,14,8.8,nc,nc
Georges River,Possession and/or use of other drugs,64,49,64,44,79,49.9,Up 79.5%,Stable
Georges River,"Dealing, trafficking in cocaine",4,5,2,7,2,1.3,nc,nc
Georges River,"Dealing, trafficking in narcotics",4,2,1,1,7,4.4,nc,nc
Georges River,"Dealing, trafficking in cannabis",2,8,4,5,12,7.6,nc,nc
